make,model,year_from,year_to,engine_code,fuel_type,oil_viscosity,oil_capacity_l,oil_spec,oil_oem_approval,oil_change_interval_km
Hyundai,Tucson,2021,2024,G4FP,petrol,5W-30,4.0,ACEA C2,,15000
Hyundai,Tucson,2021,2024,G4NL,petrol,0W-20,5.0,API SP,,15000
Hyundai,Kona,2018,2024,G4LD,petrol,5W-30,4.2,ACEA C2,,15000
Hyundai,Kona,2018,2024,G4FJ,petrol,5W-30,4.0,ACEA A5,,15000
Hyundai,Ioniq,2017,2022,G4LE,hybrid,5W-30,3.8,ACEA A5,,15000
Hyundai,Santa Fe,2013,2018,G4KE,petrol,5W-20,4.8,API SM,,15000
Hyundai,Santa Fe,2013,2018,D4HB,diesel,5W-30,7.7,ACEA C3,,15000
Hyundai,Santa Fe,2019,2024,G4KL,petrol,5W-30,5.0,ACEA C2,,15000
Hyundai,Creta,2016,2024,G4FG,petrol,5W-20,3.6,API SN Plus,,15000
Hyundai,Elantra,2016,2020,G4FG,petrol,5W-20,3.6,API SN,,15000
Hyundai,Elantra,2021,2024,G4FM,petrol,0W-20,3.8,API SP,,15000
Hyundai,Bayon,2021,2024,G4LC,petrol,0W-20,3.5,API SN Plus,,15000
Kia,Sportage,2010,2015,G4FD,petrol,5W-30,3.6,ACEA A5,,15000
Kia,Sportage,2010,2015,D4FD,diesel,5W-30,5.3,ACEA C3,,20000
Kia,Sportage,2016,2021,G4FJ,petrol,5W-30,4.0,ACEA A5,,15000
Kia,Sportage,2016,2021,D4FE,diesel,5W-30,5.3,ACEA C3,,20000
Kia,Sportage,2022,2024,G4FP,petrol,5W-30,4.0,ACEA C2,,15000
Kia,Picanto,2012,2017,G4LA,petrol,5W-20,2.9,API SM,,15000
Kia,Picanto,2018,2024,G3LC,petrol,0W-20,3.6,ACEA C2,,15000
Kia,Ceed,2013,2018,G4FD,petrol,5W-30,3.6,ACEA A5,,15000
Kia,Ceed,2019,2024,G4LD,petrol,0W-20,4.2,ACEA C2,,15000
Kia,Niro,2017,2022,G4LE,hybrid,5W-30,3.8,ACEA A5,,15000
Kia,Niro,2023,2024,G4FP,hybrid,5W-30,4.0,ACEA C2,,15000
Kia,Sorento,2013,2020,G4KE,petrol,5W-20,4.8,API SM,,15000
Kia,Sorento,2013,2020,D4HB,diesel,5W-30,7.7,ACEA C3,,15000
Kia,Sorento,2021,2024,G4KN,petrol,0W-20,5.0,API SP,,15000
Kia,Stonic,2018,2024,G4LC,petrol,0W-20,3.6,ACEA C2,,15000
Kia,Seltos,2020,2024,G4FG,petrol,5W-20,3.6,API SN Plus,,15000
Kia,Carnival,2015,2024,D4HB,diesel,5W-30,6.5,ACEA C3,,15000
Kia,Rio,2012,2017,G4FC,petrol,5W-20,3.3,API SN,,15000
Kia,Rio,2017,2024,G4LC,petrol,0W-20,3.5,ACEA C2,,15000
Mazda,3,2014,2018,PE-VPS,petrol,0W-20,4.2,API SN,,10000
Mazda,3,2019,2024,PE-VPS,petrol,0W-20,4.2,API SP,,10000
Mazda,CX-5,2013,2016,PE-VPS,petrol,0W-20,4.2,API SN,,10000
Mazda,CX-5,2013,2016,PY-VPS,petrol,0W-20,4.5,API SN,,10000
Mazda,CX-5,2017,2024,PE-VPS,petrol,0W-20,4.2,API SN,,10000
Mazda,CX-5,2017,2024,PY-VPS,petrol,0W-20,4.5,API SN,,10000
Mazda,CX-5,2017,2024,SH-VPTS,diesel,5W-30,5.1,ACEA C3,,10000
Mazda,2,2015,2024,P3-VPS,petrol,0W-20,3.5,API SN,,10000
Mazda,CX-30,2020,2024,PE-VPS,petrol,0W-20,4.2,API SP,,10000
Mazda,CX-3,2015,2024,PE-VPS,petrol,0W-20,4.2,API SP,,12000
Mazda,MX-5,2016,2024,PE-VPS,petrol,0W-20,4.3,API SP,,12000
Mazda,CX-9,2016,2024,PY-VPTS,petrol,5W-30,4.8,API SP,,12000
Skoda,Octavia,2013,2019,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Skoda,Octavia,2013,2019,CRLB,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Skoda,Octavia,2020,2024,DPCA,petrol,0W-20,4.3,ACEA C5,VW 508.00,15000
Skoda,Octavia,2020,2024,DTUA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Skoda,Fabia,2015,2021,CWVA,petrol,5W-30,3.8,ACEA C3,VW 502.00,15000
Skoda,Fabia,2022,2024,DLAA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Skoda,Karoq,2018,2024,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Skoda,Karoq,2018,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Skoda,Kodiaq,2017,2024,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Skoda,Kodiaq,2017,2024,CZPA,petrol,5W-30,5.7,ACEA C3,VW 502.00,15000
Skoda,Kodiaq,2017,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Skoda,Scala,2019,2024,DKLA,petrol,5W-30,4.0,ACEA C3,VW 504.00,15000
Skoda,Scala,2019,2024,DPCA,petrol,0W-20,4.3,ACEA C5,VW 508.00,15000
Skoda,Kamiq,2019,2024,DKLA,petrol,5W-30,4.0,ACEA C3,VW 504.00,15000
Skoda,Superb,2015,2024,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Skoda,Superb,2015,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Volkswagen,Golf,2013,2019,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Volkswagen,Golf,2013,2019,CRLB,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Volkswagen,Golf,2020,2024,DPCA,petrol,0W-20,4.3,ACEA C5,VW 508.00,15000
Volkswagen,Golf,2020,2024,DTUA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Volkswagen,Polo,2014,2017,CWVA,petrol,5W-30,3.8,ACEA C3,VW 502.00,15000
Volkswagen,Polo,2018,2024,DKRF,petrol,5W-30,4.0,ACEA C3,VW 504.00,15000
Volkswagen,Tiguan,2016,2024,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Volkswagen,Tiguan,2016,2024,CZPA,petrol,5W-30,5.7,ACEA C3,VW 502.00,15000
Volkswagen,Tiguan,2016,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Volkswagen,T-Roc,2018,2024,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Volkswagen,T-Roc,2018,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Volkswagen,T-Cross,2019,2024,DKRF,petrol,5W-30,4.0,ACEA C3,VW 504.00,15000
Volkswagen,T-Cross,2019,2024,DPCA,petrol,0W-20,4.3,ACEA C5,VW 508.00,15000
Volkswagen,Passat,2015,2024,CZDA,petrol,5W-30,4.0,ACEA C3,VW 502.00,15000
Volkswagen,Passat,2015,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Volkswagen,Touran,2015,2024,CZDA,petrol,5W-30,4.0,ACEA C3,VW 502.00,15000
Volkswagen,Touran,2015,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Suzuki,Swift,2012,2016,K12B,petrol,0W-20,3.4,API SN,,15000
Suzuki,Swift,2017,2024,K12C,petrol,0W-20,3.3,API SN,,15000
Suzuki,Swift,2017,2024,K14C,petrol,5W-30,3.3,API SN,,15000
Suzuki,Vitara,2015,2024,M16A,petrol,0W-20,4.2,API SL,,15000
Suzuki,Vitara,2015,2024,K14C,petrol,5W-30,3.3,API SN,,15000
Suzuki,SX4 S-Cross,2014,2024,M16A,petrol,0W-20,4.2,API SL,,15000
Suzuki,SX4 S-Cross,2014,2024,K14C,petrol,5W-30,3.3,API SN,,15000
Suzuki,Baleno,2016,2024,K12C,petrol,0W-20,3.3,API SN,,15000
Suzuki,Jimny,2019,2024,K15B,petrol,0W-20,3.6,API SN,,10000
Suzuki,Ignis,2017,2024,K12C,petrol,0W-20,3.3,API SN,,10000
Nissan,Qashqai,2014,2021,MR20DD,petrol,0W-20,4.4,API SN,,15000
Nissan,Qashqai,2014,2021,R9M,diesel,5W-30,5.5,ACEA C4,,20000
Nissan,Qashqai,2022,2024,KR15DDT,petrol,0W-20,4.4,API SP,,15000
Nissan,Juke,2015,2019,HR16DE,petrol,0W-20,4.0,API SN,,15000
Nissan,Juke,2020,2024,HR13DDT,petrol,5W-30,3.8,ACEA C4,,20000
Nissan,X-Trail,2014,2021,MR20DD,petrol,0W-20,4.4,API SN,,15000
Nissan,X-Trail,2014,2021,R9M,diesel,5W-30,5.5,ACEA C4,,20000
Nissan,X-Trail,2022,2024,KR15DDT,petrol,0W-20,4.4,API SP,,15000
Nissan,Micra,2017,2024,HR10DET,petrol,0W-20,4.1,ACEA A3/B4,,15000
Nissan,Navara,2015,2024,YD25DDTi,diesel,5W-30,6.9,ACEA C3,,15000
Honda,Civic,2012,2016,R18Z1,petrol,0W-20,3.7,API SN,,10000
Honda,Civic,2017,2021,L15B7,petrol,0W-20,3.4,API SN,,10000
Honda,Civic,2022,2024,L15CA,petrol,0W-20,3.4,API SP,,10000
Honda,Jazz,2014,2020,L15B,petrol,0W-20,3.6,API SN,,10000
Honda,Jazz,2021,2024,LEB,hybrid,0W-20,3.5,API SP,,10000
Honda,HR-V,2015,2021,L15B,petrol,0W-20,3.6,API SN,,10000
Honda,HR-V,2022,2024,LEB,hybrid,0W-20,3.5,API SP,,10000
Honda,CR-V,2013,2016,R20A,petrol,0W-20,4.0,API SN,,10000
Honda,CR-V,2017,2024,L15B7,petrol,0W-20,3.5,API SP,,12000
Mitsubishi,Outlander,2013,2021,4B12,petrol,0W-20,4.5,API SN,,15000
Mitsubishi,Outlander,2013,2021,4J12,phev,0W-20,4.5,API SN,,15000
Mitsubishi,Outlander,2022,2024,4B40,petrol,0W-20,4.5,API SP,,15000
Mitsubishi,ASX,2013,2024,4B10,petrol,0W-20,4.3,API SN,,15000
Mitsubishi,L200,2015,2024,4N15,diesel,5W-30,8.0,ACEA C3,,10000
BMW,1 Series,2012,2019,N20B20,petrol,5W-30,5.0,ACEA A3/B3,BMW LL-01,15000
BMW,1 Series,2019,2024,B48B20,petrol,0W-20,5.25,ACEA C5,BMW LL-17 FE+,15000
BMW,1 Series,2019,2024,B38B15,petrol,0W-20,4.25,ACEA C5,BMW LL-17 FE+,15000
BMW,3 Series,2012,2018,N20B20,petrol,5W-30,5.0,ACEA A3/B3,BMW LL-01,15000
BMW,3 Series,2012,2018,N47D20,diesel,5W-30,5.2,ACEA C3,BMW LL-04,15000
BMW,3 Series,2019,2024,B48B20,petrol,0W-20,5.25,ACEA C5,BMW LL-17 FE+,15000
BMW,3 Series,2019,2024,B47D20,diesel,5W-30,5.0,ACEA C3,BMW LL-04,15000
BMW,X1,2016,2022,B48B20,petrol,0W-20,5.25,ACEA C5,BMW LL-17 FE+,15000
BMW,X1,2016,2022,B47D20,diesel,5W-30,5.0,ACEA C3,BMW LL-04,15000
BMW,X1,2023,2024,B48B20,petrol,0W-20,5.25,ACEA C5,BMW LL-17 FE+,15000
BMW,X3,2014,2017,N20B20,petrol,5W-30,4.8,ACEA A3/B3,BMW LL-01,15000
BMW,X3,2018,2024,B48B20,petrol,0W-20,5.25,ACEA C5,BMW LL-17 FE+,15000
BMW,X3,2018,2024,B47D20,diesel,5W-30,5.0,ACEA C3,BMW LL-04,15000
BMW,X5,2014,2018,N20B20,petrol,5W-30,4.75,ACEA A3/B3,BMW LL-01,15000
BMW,X5,2019,2024,B58B30,petrol,0W-20,6.5,ACEA C5,BMW LL-17 FE+,15000
Mercedes-Benz,A-Class,2013,2018,M270,petrol,5W-30,5.5,ACEA A3/B4,MB 229.5,15000
Mercedes-Benz,A-Class,2019,2024,M282,petrol,0W-20,5.2,ACEA C5,MB 229.71,15000
Mercedes-Benz,A-Class,2019,2024,M260,petrol,0W-20,5.5,ACEA C5,MB 229.71,15000
Mercedes-Benz,C-Class,2014,2018,M274,petrol,5W-30,6.5,ACEA A3/B4,MB 229.5,15000
Mercedes-Benz,C-Class,2014,2018,OM651,diesel,5W-30,6.5,ACEA C3,MB 229.51,20000
Mercedes-Benz,C-Class,2019,2024,M264,petrol,0W-20,6.0,ACEA C5,MB 229.71,15000
Mercedes-Benz,C-Class,2022,2024,M254,petrol,0W-20,6.0,ACEA C5,MB 229.71,15000
Mercedes-Benz,E-Class,2016,2024,M274,petrol,5W-30,6.5,ACEA A3/B4,MB 229.5,15000
Mercedes-Benz,E-Class,2016,2024,OM654,diesel,5W-30,6.0,ACEA C3,MB 229.52,20000
Mercedes-Benz,GLA,2020,2024,M282,petrol,0W-20,5.2,ACEA C5,MB 229.71,15000
Mercedes-Benz,GLC,2016,2022,M274,petrol,5W-30,6.5,ACEA A3/B4,MB 229.5,15000
Mercedes-Benz,GLC,2016,2022,OM654,diesel,5W-30,6.0,ACEA C3,MB 229.52,20000
Mercedes-Benz,GLC,2023,2024,M254,petrol,0W-20,6.0,ACEA C5,MB 229.71,15000
Peugeot,208,2012,2019,EB2,petrol,0W-30,3.25,ACEA C2,PSA B71 2312,20000
Peugeot,208,2019,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Peugeot,2008,2013,2019,EB2DT,petrol,0W-30,3.5,ACEA C2,PSA B71 2312,20000
Peugeot,2008,2020,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Peugeot,308,2014,2021,EP6,petrol,5W-30,4.25,ACEA C2,PSA B71 2290,20000
Peugeot,308,2022,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Peugeot,3008,2017,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Peugeot,3008,2017,2024,DV5,diesel,5W-30,3.8,ACEA C2,PSA B71 2290,20000
Peugeot,5008,2017,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Citroen,C3,2010,2016,EB2,petrol,0W-30,3.25,ACEA C2,PSA B71 2312,20000
Citroen,C3,2017,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Citroen,C4,2021,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Citroen,C5 Aircross,2019,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Citroen,C5 Aircross,2019,2024,DV5,diesel,5W-30,3.8,ACEA C2,PSA B71 2290,20000
Citroen,Berlingo,2019,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Citroen,Berlingo,2019,2024,DV5,diesel,5W-30,3.8,ACEA C2,PSA B71 2290,20000
Renault,Clio,2013,2019,H5F,petrol,5W-30,4.8,ACEA A3/B4,RN0700,15000
Renault,Clio,2020,2024,H5H,petrol,5W-30,5.4,ACEA C3,RN17,15000
Renault,Captur,2013,2019,H5F,petrol,5W-30,4.8,ACEA A3/B4,RN0700,15000
Renault,Captur,2020,2024,H5H,petrol,5W-30,5.5,ACEA C3,RN17,15000
Renault,Megane,2016,2024,H5H,petrol,5W-30,5.5,ACEA C3,RN17,15000
Renault,Kadjar,2016,2022,H5H,petrol,5W-30,5.5,ACEA C3,RN17,15000
Renault,Kadjar,2016,2022,R9M,diesel,5W-30,5.5,ACEA C4,RN0720,30000
Renault,Koleos,2017,2024,M5P,petrol,5W-30,5.4,ACEA A3/B4,RN0710,15000
Renault,Koleos,2017,2024,R9M,diesel,5W-30,5.5,ACEA C4,RN0720,30000
Fiat,500,2008,2024,312A2.000,petrol,5W-40,3.0,ACEA C3,Fiat 9.55535-S2,15000
Fiat,500,2008,2024,169A4.000,petrol,5W-40,3.0,ACEA C3,Fiat 9.55535-S2,15000
Fiat,Panda,2012,2024,312A2.000,petrol,5W-40,3.0,ACEA C3,Fiat 9.55535-S2,15000
Fiat,Tipo,2016,2024,55263624,petrol,5W-40,3.5,ACEA C3,Fiat 9.55535-S2,15000
Fiat,Tipo,2016,2024,55263087,petrol,5W-40,3.7,ACEA A3/B4,Fiat 9.55535-S2,15000
Fiat,500X,2015,2024,55263624,petrol,5W-40,3.5,ACEA C3,Fiat 9.55535-S2,15000
Subaru,XV,2013,2024,FB20,petrol,0W-20,4.8,API SN ILSAC GF-5,,15000
Subaru,Forester,2013,2018,FB25,petrol,0W-20,4.8,API SN ILSAC GF-5,,15000
Subaru,Forester,2019,2024,FB25,petrol,0W-20,4.2,API SP ILSAC GF-6,,15000
Subaru,Outback,2015,2019,FB25,petrol,0W-20,4.8,API SN ILSAC GF-5,,15000
Subaru,Outback,2020,2024,FB25,petrol,0W-20,4.2,API SP ILSAC GF-6,,15000
Subaru,Impreza,2012,2024,FB20,petrol,0W-20,4.4,API SN ILSAC GF-5,,15000
Ford,Focus,2012,2018,M8DA,petrol,5W-20,4.1,ACEA A5/B5,Ford WSS-M2C948-B,15000
Ford,Focus,2012,2018,XTDA,petrol,5W-30,4.3,ACEA A5/B5,Ford WSS-M2C913-C,15000
Ford,Focus,2019,2024,B7DA,petrol,5W-20,4.1,ACEA A5/B5,Ford WSS-M2C948-B,15000
Ford,Focus,2019,2024,YXXB,petrol,5W-30,4.3,ACEA A5/B5,Ford WSS-M2C913-C,15000
Ford,Fiesta,2012,2017,M1JE,petrol,5W-20,4.1,ACEA A5/B5,Ford WSS-M2C948-B,15000
Ford,Fiesta,2017,2024,B7JA,petrol,5W-20,4.1,ACEA A5/B5,Ford WSS-M2C948-B,15000
Ford,Kuga,2013,2019,M8MA,petrol,5W-20,4.1,ACEA A5/B5,Ford WSS-M2C948-B,15000
Ford,Kuga,2013,2019,XTDA,petrol,5W-30,4.3,ACEA A5/B5,Ford WSS-M2C913-C,15000
Ford,Kuga,2020,2024,YXXB,petrol,5W-30,4.3,ACEA A5/B5,Ford WSS-M2C913-C,15000
Ford,EcoSport,2014,2022,M1JE,petrol,5W-20,4.1,ACEA A5/B5,Ford WSS-M2C948-B,15000
Ford,Puma,2020,2024,B7JA,petrol,5W-20,4.1,ACEA A5/B5,Ford WSS-M2C948-B,15000
Seat,Ibiza,2012,2017,CWVA,petrol,5W-30,3.8,ACEA C3,VW 502.00,15000
Seat,Ibiza,2018,2024,DKRF,petrol,5W-30,4.0,ACEA C3,VW 504.00,15000
Seat,Leon,2013,2020,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Seat,Leon,2013,2020,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Seat,Leon,2021,2024,DPCA,petrol,0W-20,4.3,ACEA C5,VW 508.00,15000
Seat,Arona,2018,2024,DKRF,petrol,5W-30,4.0,ACEA C3,VW 504.00,15000
Seat,Ateca,2016,2024,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Seat,Ateca,2016,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Cupra,Formentor,2020,2024,DPCA,petrol,0W-20,4.3,ACEA C5,VW 508.00,15000
Cupra,Formentor,2020,2024,CZPA,petrol,5W-30,5.7,ACEA C3,VW 502.00,15000
Audi,A3,2013,2020,CZDA,petrol,5W-30,3.6,ACEA C3,VW 502.00,15000
Audi,A3,2013,2020,CRLB,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Audi,A3,2021,2024,DPCA,petrol,0W-20,4.3,ACEA C5,VW 508.00,15000
Audi,A4,2016,2024,CZDA,petrol,5W-30,4.0,ACEA C3,VW 502.00,15000
Audi,A4,2016,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Audi,Q3,2019,2024,DKRF,petrol,5W-30,4.0,ACEA C3,VW 504.00,15000
Audi,Q3,2019,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Audi,Q5,2017,2024,CZPA,petrol,5W-30,5.7,ACEA C3,VW 502.00,15000
Audi,Q5,2017,2024,DFGA,diesel,5W-30,4.7,ACEA C3,VW 507.00,30000
Dacia,Sandero,2013,2020,H4M,petrol,5W-30,4.3,ACEA A3/B4,RN0700,15000
Dacia,Sandero,2021,2024,H5H,petrol,5W-30,5.4,ACEA C3,RN17,15000
Dacia,Duster,2013,2017,H4M,petrol,5W-30,4.3,ACEA A3/B4,RN0700,15000
Dacia,Duster,2013,2017,K9K,diesel,5W-30,4.5,ACEA C4,RN0720,15000
Dacia,Duster,2018,2024,H5H,petrol,5W-30,5.4,ACEA C3,RN17,15000
Opel,Corsa,2015,2019,B14XEL,petrol,5W-30,4.0,ACEA C3,GM Dexos2,15000
Opel,Corsa,2020,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Opel,Astra,2016,2021,B14XFL,petrol,5W-30,4.0,ACEA C3,GM Dexos2,15000
Opel,Astra,2022,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Opel,Crossland,2017,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Opel,Mokka,2021,2024,EB2ADTS,petrol,0W-30,3.5,ACEA C2,PSA B71 2290,20000
Volvo,XC40,2018,2024,B4204T47,petrol,0W-20,5.4,ACEA C5,Volvo VCC RBS0-2AE,15000
Volvo,XC40,2018,2024,D4204T14,diesel,0W-20,5.9,ACEA C3,Volvo VCC RBS0-2AE,15000
Volvo,XC60,2018,2024,B4204T23,petrol,0W-20,5.4,ACEA C5,Volvo VCC RBS0-2AE,15000
Volvo,V40,2013,2019,B4204T11,petrol,0W-20,5.4,ACEA C2,Volvo VCC RBS0-2AE,15000
MINI,Cooper,2014,2024,B38A15,petrol,0W-20,4.25,ACEA C5,BMW LL-17 FE+,15000
MINI,Cooper,2014,2024,B48A20,petrol,0W-20,5.25,ACEA C5,BMW LL-17 FE+,15000
MINI,Countryman,2017,2024,B38A15,petrol,0W-20,4.25,ACEA C5,BMW LL-17 FE+,15000
MINI,Countryman,2017,2024,B48A20,petrol,0W-20,5.25,ACEA C5,BMW LL-17 FE+,15000
Jeep,Renegade,2015,2024,55263624,petrol,5W-40,3.5,ACEA C3,Fiat 9.55535-S2,15000
Jeep,Compass,2017,2024,55263624,petrol,5W-40,3.5,ACEA C3,Fiat 9.55535-S2,15000
Chery,Tiggo 4 Pro,2020,2024,SQRE4T15C,petrol,5W-30,4.0,API SP,,10000
Chery,Tiggo 7 Pro,2020,2024,SQRE4T15C,petrol,5W-30,4.0,API SP,,10000
Chery,Tiggo 7 Pro,2020,2024,SQRF4J16,petrol,5W-30,4.5,API SP,,10000
Chery,Tiggo 8 Pro,2020,2024,SQRF4J16,petrol,5W-30,4.5,API SP,,10000
Geely,Coolray,2020,2024,JLH-3G15TD,petrol,5W-30,4.5,API SP,,10000
Geely,Atlas,2020,2024,JLD-4G20,petrol,5W-30,4.7,API SN,,10000
Geely,Emgrand,2020,2024,JLC-4G15,petrol,5W-30,4.0,API SN,,10000
