make,model,year_from,year_to,engine_code,fuel_type,oil_viscosity,oil_capacity_l,oil_spec,oil_oem_approval,oil_change_interval_km
Hyundai,i30,2018,2025,1.0T Petrol,petrol,5W-30,3.5,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,i30,2018,2025,1.4T Petrol,petrol,5W-30,4.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,i30,2018,2025,1.5T Petrol,petrol,5W-30,4.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,i30,2018,2025,1.6 Diesel,diesel,5W-30,4.8,ACEA C3,Hyundai/Kia DPF Oil,15000
Hyundai,i30,2018,2025,2.0T N,petrol,5W-30,4.5,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,10000
Hyundai,Kona,2018,2025,1.0T Petrol,petrol,5W-30,3.5,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,Kona,2018,2025,1.6T Petrol,petrol,5W-30,4.5,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,Kona,2018,2025,1.6 Hybrid,hybrid,5W-30,4.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,Santa Fe,2018,2025,1.6T Hybrid,hybrid,5W-30,4.5,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,Santa Fe,2018,2025,2.0T Petrol,petrol,5W-30,4.8,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,Santa Fe,2018,2025,2.2 Diesel,diesel,5W-30,6.3,ACEA C3,Hyundai/Kia DPF Oil,15000
Hyundai,Santa Fe,2018,2025,2.5 Petrol,petrol,5W-30,5.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,Ioniq,2018,2025,1.6 Hybrid,hybrid,5W-30,4.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Hyundai,Ioniq,2018,2025,1.6 PHEV,phev,5W-30,4.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Sportage,2018,2025,1.6T Petrol,petrol,5W-30,4.5,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Sportage,2018,2025,1.6T Hybrid,hybrid,5W-30,4.5,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Sportage,2018,2025,2.0 Petrol,petrol,5W-30,4.2,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Sportage,2018,2025,2.0 Diesel,diesel,5W-30,5.3,ACEA C3,Hyundai/Kia DPF Oil,15000
Kia,Picanto,2018,2025,1.0 Petrol,petrol,5W-30,3.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Picanto,2018,2025,1.2 Petrol,petrol,5W-30,3.3,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Ceed,2018,2025,1.0T Petrol,petrol,5W-30,3.5,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Ceed,2018,2025,1.4T Petrol,petrol,5W-30,4.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Ceed,2018,2025,1.5T Petrol,petrol,5W-30,4.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Ceed,2018,2025,1.6 Diesel,diesel,5W-30,4.8,ACEA C3,Hyundai/Kia DPF Oil,15000
Kia,Niro,2018,2025,1.6 Hybrid,hybrid,5W-30,4.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Niro,2018,2025,1.6 PHEV,phev,5W-30,4.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Sorento,2018,2025,1.6T Hybrid,hybrid,5W-30,4.5,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Sorento,2018,2025,2.0T Petrol,petrol,5W-30,4.8,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Kia,Sorento,2018,2025,2.2 Diesel,diesel,5W-30,6.3,ACEA C3,Hyundai/Kia DPF Oil,15000
Kia,Sorento,2018,2025,2.5 Petrol,petrol,5W-30,5.0,"API SP, ACEA A5/B5",Hyundai/Kia Oil Standard,15000
Volkswagen,Golf,2018,2025,1.0T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Golf,2018,2025,1.4T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Golf,2018,2025,1.5T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Golf,2018,2025,2.0T GTI,petrol,5W-30,4.6,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Golf,2018,2025,2.0T R,petrol,5W-40,4.6,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Golf,2018,2025,1.6 Diesel,diesel,5W-30,4.3,ACEA C3,VW 507.00,15000
Volkswagen,Golf,2018,2025,2.0 Diesel,diesel,5W-30,4.7,ACEA C3,VW 507.00,15000
Volkswagen,Polo,2018,2025,1.0 Petrol,petrol,5W-30,3.6,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Polo,2018,2025,1.0T Petrol,petrol,5W-30,3.6,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Polo,2018,2025,1.4 Diesel,diesel,5W-30,3.8,ACEA C3,VW 507.00,15000
Volkswagen,Polo,2018,2025,2.0T GTI,petrol,5W-30,4.6,ACEA C3,VW 504.00/507.00,10000
Volkswagen,Tiguan,2018,2025,1.4T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Tiguan,2018,2025,1.5T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Tiguan,2018,2025,2.0T Petrol,petrol,5W-30,4.6,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Tiguan,2018,2025,2.0 Diesel,diesel,5W-30,5.0,ACEA C3,VW 507.00,15000
Volkswagen,T-Cross,2018,2025,1.0T Petrol,petrol,5W-30,3.6,ACEA C3,VW 504.00/507.00,15000
Volkswagen,T-Cross,2018,2025,1.5T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Passat,2018,2025,1.4T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Passat,2018,2025,1.5T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Passat,2018,2025,2.0T Petrol,petrol,5W-30,4.6,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Passat,2018,2025,1.6 Diesel,diesel,5W-30,4.3,ACEA C3,VW 507.00,15000
Volkswagen,Passat,2018,2025,2.0 Diesel,diesel,5W-30,5.0,ACEA C3,VW 507.00,15000
Volkswagen,Touareg,2018,2025,3.0 V6 Petrol,petrol,5W-30,7.5,ACEA C3,VW 504.00/507.00,15000
Volkswagen,Touareg,2018,2025,3.0 V6 Diesel,diesel,5W-30,8.0,ACEA C3,VW 507.00,15000
Volkswagen,Touareg,2018,2025,3.0 V6 eHybrid,hybrid,5W-30,7.5,ACEA C3,VW 504.00/507.00,15000
Škoda,Octavia,2018,2025,1.0T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Škoda,Octavia,2018,2025,1.4T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Škoda,Octavia,2018,2025,1.5T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Škoda,Octavia,2018,2025,2.0T Petrol,petrol,5W-30,4.6,ACEA C3,VW 504.00/507.00,15000
Škoda,Octavia,2018,2025,1.6 Diesel,diesel,5W-30,4.3,ACEA C3,VW 507.00,15000
Škoda,Octavia,2018,2025,2.0 Diesel,diesel,5W-30,4.7,ACEA C3,VW 507.00,15000
Škoda,Fabia,2018,2025,1.0 Petrol,petrol,5W-30,3.6,ACEA C3,VW 504.00/507.00,15000
Škoda,Fabia,2018,2025,1.0T Petrol,petrol,5W-30,3.6,ACEA C3,VW 504.00/507.00,15000
Škoda,Fabia,2018,2025,1.4 Diesel,diesel,5W-30,3.8,ACEA C3,VW 507.00,15000
Škoda,Kodiaq,2018,2025,1.4T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Škoda,Kodiaq,2018,2025,1.5T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Škoda,Kodiaq,2018,2025,2.0T Petrol,petrol,5W-30,4.6,ACEA C3,VW 504.00/507.00,15000
Škoda,Kodiaq,2018,2025,2.0 Diesel,diesel,5W-30,5.0,ACEA C3,VW 507.00,15000
Škoda,Karoq,2018,2025,1.0T Petrol,petrol,5W-30,3.6,ACEA C3,VW 504.00/507.00,15000
Škoda,Karoq,2018,2025,1.5T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Škoda,Karoq,2018,2025,2.0 Diesel,diesel,5W-30,5.0,ACEA C3,VW 507.00,15000
Škoda,Superb,2018,2025,1.4T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Škoda,Superb,2018,2025,1.5T Petrol,petrol,5W-30,4.0,ACEA C3,VW 504.00/507.00,15000
Škoda,Superb,2018,2025,2.0T Petrol,petrol,5W-30,4.6,ACEA C3,VW 504.00/507.00,15000
Škoda,Superb,2018,2025,1.6 Diesel,diesel,5W-30,4.3,ACEA C3,VW 507.00,15000
Škoda,Superb,2018,2025,2.0 Diesel,diesel,5W-30,5.0,ACEA C3,VW 507.00,15000
BMW,3 Series,2018,2025,318i 1.5T,petrol,0W-30,4.0,ACEA C3,BMW LL-17 FE+,15000
BMW,3 Series,2018,2025,320i 2.0T,petrol,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,3 Series,2018,2025,330i 2.0T,petrol,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,3 Series,2018,2025,330e PHEV,phev,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,3 Series,2018,2025,M340i 3.0T,petrol,0W-30,6.5,ACEA C3,BMW LL-04,15000
BMW,3 Series,2018,2025,318d 2.0D,diesel,5W-30,5.2,ACEA C3,BMW LL-04,15000
BMW,3 Series,2018,2025,320d 2.0D,diesel,5W-30,5.2,ACEA C3,BMW LL-04,15000
BMW,3 Series,2018,2025,330d 3.0D,diesel,5W-30,6.5,ACEA C3,BMW LL-04,15000
BMW,5 Series,2018,2025,520i 2.0T,petrol,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,5 Series,2018,2025,530i 2.0T,petrol,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,5 Series,2018,2025,530e PHEV,phev,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,5 Series,2018,2025,540i 3.0T,petrol,0W-30,6.5,ACEA C3,BMW LL-04,15000
BMW,5 Series,2018,2025,520d 2.0D,diesel,5W-30,5.2,ACEA C3,BMW LL-04,15000
BMW,5 Series,2018,2025,530d 3.0D,diesel,5W-30,6.5,ACEA C3,BMW LL-04,15000
BMW,X1,2018,2025,sDrive18i 1.5T,petrol,0W-30,4.0,ACEA C3,BMW LL-17 FE+,15000
BMW,X1,2018,2025,sDrive20i 2.0T,petrol,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,X1,2018,2025,xDrive25e PHEV,phev,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,X1,2018,2025,sDrive18d 2.0D,diesel,5W-30,5.2,ACEA C3,BMW LL-04,15000
BMW,X1,2018,2025,xDrive20d 2.0D,diesel,5W-30,5.2,ACEA C3,BMW LL-04,15000
BMW,X3,2018,2025,xDrive20i 2.0T,petrol,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,X3,2018,2025,xDrive30i 2.0T,petrol,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,X3,2018,2025,xDrive30e PHEV,phev,0W-30,4.6,ACEA C3,BMW LL-17 FE+,15000
BMW,X3,2018,2025,M40i 3.0T,petrol,0W-30,6.5,ACEA C3,BMW LL-04,15000
BMW,X3,2018,2025,xDrive20d 2.0D,diesel,5W-30,5.2,ACEA C3,BMW LL-04,15000
BMW,X3,2018,2025,xDrive30d 3.0D,diesel,5W-30,6.5,ACEA C3,BMW LL-04,15000
BMW,X5,2018,2025,xDrive40i 3.0T,petrol,0W-30,6.5,ACEA C3,BMW LL-04,15000
BMW,X5,2018,2025,xDrive45e PHEV,phev,0W-30,6.5,ACEA C3,BMW LL-04,15000
BMW,X5,2018,2025,M50i 4.4T V8,petrol,0W-30,8.0,ACEA C3,BMW LL-04,15000
BMW,X5,2018,2025,xDrive25d 2.0D,diesel,5W-30,5.2,ACEA C3,BMW LL-04,15000
BMW,X5,2018,2025,xDrive30d 3.0D,diesel,5W-30,6.5,ACEA C3,BMW LL-04,15000
BMW,X5,2018,2025,xDrive40d 3.0D,diesel,5W-30,6.5,ACEA C3,BMW LL-04,15000
Mercedes-Benz,A-Class,2018,2025,A180 1.3T,petrol,5W-30,4.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,A-Class,2018,2025,A200 1.3T,petrol,5W-30,4.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,A-Class,2018,2025,A250 2.0T,petrol,5W-30,5.0,ACEA C3,MB 229.52,15000
Mercedes-Benz,A-Class,2018,2025,A35 AMG 2.0T,petrol,5W-30,5.0,ACEA C3,MB 229.52,10000
Mercedes-Benz,A-Class,2018,2025,A180d 1.5D,diesel,5W-30,5.0,ACEA C3,MB 229.52,15000
Mercedes-Benz,C-Class,2018,2025,C180 1.5T,petrol,5W-30,5.0,ACEA C3,MB 229.52,15000
Mercedes-Benz,C-Class,2018,2025,C200 1.5T/2.0T,petrol,5W-30,5.0,ACEA C3,MB 229.52,15000
Mercedes-Benz,C-Class,2018,2025,C300 2.0T,petrol,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,C-Class,2018,2025,C43 AMG 3.0T V6,petrol,5W-30,6.5,ACEA C3,MB 229.52,10000
Mercedes-Benz,C-Class,2018,2025,C220d 2.0D,diesel,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,C-Class,2018,2025,C300d 2.0D,diesel,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,E-Class,2018,2025,E200 2.0T,petrol,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,E-Class,2018,2025,E300 2.0T,petrol,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,E-Class,2018,2025,E450 3.0T,petrol,5W-30,7.0,ACEA C3,MB 229.52,15000
Mercedes-Benz,E-Class,2018,2025,E53 AMG 3.0T,petrol,5W-30,7.0,ACEA C3,MB 229.52,10000
Mercedes-Benz,E-Class,2018,2025,E220d 2.0D,diesel,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,E-Class,2018,2025,E300d 2.0D,diesel,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,E-Class,2018,2025,E400d 3.0D,diesel,5W-30,7.0,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLC,2018,2025,GLC200 2.0T,petrol,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLC,2018,2025,GLC300 2.0T,petrol,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLC,2018,2025,GLC300e PHEV,phev,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLC,2018,2025,GLC43 AMG 3.0T,petrol,5W-30,6.5,ACEA C3,MB 229.52,10000
Mercedes-Benz,GLC,2018,2025,GLC220d 2.0D,diesel,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLC,2018,2025,GLC300d 2.0D,diesel,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLE,2018,2025,GLE350 2.0T,petrol,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLE,2018,2025,GLE450 3.0T,petrol,5W-30,7.0,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLE,2018,2025,GLE350de PHEV,phev,5W-30,7.0,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLE,2018,2025,GLE53 AMG 3.0T,petrol,5W-30,7.0,ACEA C3,MB 229.52,10000
Mercedes-Benz,GLE,2018,2025,GLE300d 2.0D,diesel,5W-30,5.5,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLE,2018,2025,GLE350d 3.0D,diesel,5W-30,7.0,ACEA C3,MB 229.52,15000
Mercedes-Benz,GLE,2018,2025,GLE400d 3.0D,diesel,5W-30,7.0,ACEA C3,MB 229.52,15000
Mazda,3,2018,2025,1.5 Petrol,petrol,0W-20,4.2,"API SP, ILSAC GF-6A",Mazda Original Oil Ultra,15000
Mazda,3,2018,2025,2.0 Petrol,petrol,0W-20,4.2,"API SP, ILSAC GF-6A",Mazda Original Oil Ultra,15000
Mazda,3,2018,2025,2.0 e-Skyactiv X,petrol,0W-20,4.5,API SP,Mazda Original Oil Ultra,15000
Mazda,3,2018,2025,2.5 Petrol,petrol,0W-20,4.5,"API SP, ILSAC GF-6A",Mazda Original Oil Ultra,15000
Mazda,CX-5,2018,2025,2.0 Petrol,petrol,0W-20,4.2,"API SP, ILSAC GF-6A",Mazda Original Oil Ultra,15000
Mazda,CX-5,2018,2025,2.5 Petrol,petrol,0W-20,4.5,API SP,Mazda Original Oil Ultra,15000
Mazda,CX-5,2018,2025,2.2 Diesel,diesel,5W-30,5.1,ACEA C3,Mazda Original Oil DPF,12500
Mazda,CX-30,2018,2025,2.0 Petrol,petrol,0W-20,4.2,"API SP, ILSAC GF-6A",Mazda Original Oil Ultra,15000
Mazda,CX-30,2018,2025,2.0 e-Skyactiv X,petrol,0W-20,4.5,API SP,Mazda Original Oil Ultra,15000
Mazda,CX-30,2018,2025,1.8 Diesel,diesel,5W-30,4.7,ACEA C3,Mazda Original Oil DPF,12500
Mazda,CX-60,2018,2025,2.5 PHEV,phev,0W-20,4.5,API SP,Mazda Original Oil Ultra,15000
Mazda,CX-60,2018,2025,3.3 Diesel,diesel,5W-30,6.5,ACEA C3,Mazda Original Oil DPF,12500
Suzuki,Swift,2018,2025,1.2 Petrol,petrol,0W-20,3.2,API SP,,15000
Suzuki,Swift,2018,2025,1.2 Mild Hybrid,hybrid,0W-20,3.2,API SP,,15000
Suzuki,Swift,2018,2025,1.4T Sport,petrol,5W-30,3.5,API SP,,15000
Suzuki,Vitara,2018,2025,1.4T Petrol,petrol,5W-30,3.6,API SP,,15000
Suzuki,Vitara,2018,2025,1.4T Hybrid,hybrid,5W-30,3.6,API SP,,15000
Suzuki,Vitara,2018,2025,1.6 Petrol,petrol,0W-20,3.9,API SP,,15000
Suzuki,Jimny,2018,2025,1.5 Petrol,petrol,5W-30,3.5,API SP,,15000
Suzuki,Baleno,2018,2025,1.0T Petrol,petrol,5W-30,3.2,API SP,,15000
Suzuki,Baleno,2018,2025,1.2 Petrol,petrol,0W-20,3.2,API SP,,15000
